Ticker,Company Name,Sector,Industry,Country,Currency,P/E Ratio (Trailing),P/E Ratio (Forward),Price-to-Book Ratio,Price-to-Sales Ratio,Enterprise Value,EV/EBITDA,EV/Revenue,Profit Margin,Operating Margin,Gross Margin,Return on Equity (ROE),Return on Assets (ROA),Debt-to-Equity Ratio,Current Ratio,Quick Ratio,Revenue (TTM),EPS (Trailing),EPS (Forward),Revenue Growth (YoY),Earnings Growth (YoY),Dividend Yield,Dividend Rate,Payout Ratio,Market Cap,Beta,52-Week High,52-Week Low,Average Volume,Shares Outstanding,Float Shares,Short Ratio,Book Value Per Share,Total Assets,Total Liabilities,Free Cash Flow,EBITDA,Target Price (Analyst),Recommendation Rating,Number of Analysts,Institutional Ownership (%),Insider Ownership (%),Historical Volatility (1Y),Target High Price,Target Low Price,50-Day Moving Average,200-Day Moving Average,Website
LSEG.L,London Stock Exchange Group plc,Financial Services,Financial Data & Stock Exchanges,United Kingdom,GBp,49.95699,0.23648578,232.44528,5.3229203,57534779392.0,21.238,6.294,0.10808,0.24379,0.87014997,0.05032,0.00162,43.164,1.002,0.008,9141000192.0,1.86,392.92,0.064,0.897,1.47,1.36,0.7001,48656814080.0,0.373,12185.0,9050.0,1331383.0,523641984.0,464848170.0,,39.975,732819000000.0,707666000000.0,2388000000.0,2708999936.0,12481.529,1.47059,17.0,0.67247003,0.04757,0.2365650705646717,13500.0,11200.0,10034.3,11054.5,https://www.lseg.com
MAP.MC,"Mapfre, S.A.",Financial Services,Insurance - Diversified,Spain,EUR,10.811428,16.452173,1.2936752,0.40027985,-2598686976.0,-0.844,-0.089,0.03681,0.15524,0.25421,0.17364,0.03355,27.709,36.286,28.568,29049499648.0,0.35,0.23,-0.046,0.15,5.05,0.19,0.4638,11627929600.0,0.547,3.88,2.224,2474301.0,3072920064.0,926793699.0,,2.925,56706800000.0,46721300000.0,1211600000.0,3080000000.0,3.423,,10.0,0.06868,0.6982,0.22763645280893705,4.0,2.63,3.6176,3.04542,https://www.mapfre.com
MKS.L,Marks and Spencer Group plc,Consumer Cyclical,Department Stores,United Kingdom,GBp,24.314285,0.11219512,233.31049,0.49678618,8575356416.0,6.324,0.621,0.0214,0.07733,0.99016,0.10098,0.077810004,99.766,0.865,0.511,13816800256.0,0.14,30.34,0.062,-0.94,1.07,0.04,0.2143,6863995392.0,1.354,417.8,319.2,9260853.0,2016450048.0,1894910234.0,,1.459,8821400000.0,5870000000.0,806100000.0,1355900032.0,418.667,1.86667,15.0,0.65759003,0.02308,0.2819665863744488,462.0,342.0,344.814,359.986,https://corporate.marksandspencer.com
MRO.L,Melrose Industries PLC,Industrials,Specialty Industrial Machinery,United Kingdom,GBp,23.968,0.17363085,268.69955,2.2010949,9267701760.0,11.247,2.689,0.0917,0.2564,0.25305,0.106920004,0.04281,63.008,1.051,0.685,3446000128.0,0.25,34.51,-0.013,,1.08,0.06,0.2439,7584973312.0,1.076,682.6,376.0,3138642.0,1265849984.0,1176385830.0,,2.23,7436000000.0,4592000000.0,-244000000.0,824000000.0,650.0,2.14286,14.0,0.88752997,0.010039999,0.42285800418184727,825.0,405.00003,553.592,531.429,https://www.melroseplc.net
MRL.MC,"MERLIN Properties SOCIMI, S.A.",Real Estate,REIT - Office,Spain,EUR,10.470588,22.25,0.8889206,13.005728,10644517888.0,24.857,19.741,1.2312,0.80567,1.0,0.091759995,0.020469999,56.915,3.499,3.255,539198016.0,1.19,0.56,0.188,4.361,3.22,0.4,0.3361,7012662784.0,1.242,13.36,8.48,774537.0,562814016.0,376421138.0,,14.017,13459195000.0,5958215000.0,297304000.0,428238016.0,14.11111,1.44444,18.0,0.37666,0.33109,0.25183265884075506,15.5,12.0,12.081,10.7446,https://www.merlinproperties.com
MNDI.L,Mondi plc,Basic Materials,Paper & Paper Products,United Kingdom,GBp,26.671053,10.237373,93.85129,0.5885635,7631971328.0,8.093,1.006,0.02491,0.07803,0.41259998,0.04326,0.032360002,53.687,1.384,0.795,7585999872.0,0.38,0.99,0.045,-0.133,5.87,0.6,1.6459,4464842752.0,0.746,1477.5,973.8,1178889.0,440536992.0,435676020.0,,10.799,9341000000.0,3991000000.0,-143000000.0,943000000.0,1378.4738,1.75,11.0,1.05634,0.015190001,0.2916855122184703,1765.2429,1143.6349,1120.87,1173.9095,https://www.mondigroup.com
NG.L,National Grid plc,Utilities,Utilities - Regulated Electric,United Kingdom,GBp,17.0374,0.13559411,132.43219,2.7596471,91665620992.0,13.492,4.988,0.15791,0.34855998,1.0,0.08355,0.03042,128.687,1.349,1.007,18378000384.0,0.6,75.39,-0.083,0.47,4.59,0.47,0.91910005,50716794880.0,0.323,1103.5,909.8,8962351.0,4961319936.0,4837619817.0,,7.719,106742000000.0,68916000000.0,-2498000000.0,6793999872.0,1178.062,1.875,16.0,0.61951,0.00187,0.2002417948550428,1260.0,1070.0,1051.22,1011.641,https://www.nationalgrid.com
NTGY.MC,"Naturgy Energy Group, S.A.",Utilities,Utilities - Regulated Gas,Spain,EUR,12.612441,18.828571,3.255125,1.2563848,41095454720.0,8.863,2.039,0.09947,0.19094,0.38602,0.21881,0.056560002,173.286,0.917,0.757,20156999680.0,2.09,1.4,0.098,0.104,9.06,2.4,0.7673,25324949504.0,0.612,27.9,21.64,493404.0,960734016.0,179647689.0,,8.098,40836000000.0,29183000000.0,1215000000.0,4637000192.0,26.37688,3.4375,16.0,0.20538999,0.61999,0.1783484584879706,30.0,22.5,27.0556,25.3559,https://www.naturgy.com
NN.AS,NN Group N.V.,Financial Services,Insurance - Diversified,Netherlands,EUR,12.423078,8.413893,0.7114102,1.069307,-33644126208.0,-5.736,-2.328,0.09174,0.36830002,0.59388,0.06241,0.01761,61.251,70.241,64.55,14453999616.0,4.68,6.91,0.357,-0.405,6.17,3.54,0.735,15455762432.0,0.625,63.58,40.44,600604.0,264362000.0,251283033.0,,81.725,210375000000.0,188723000000.0,62000000.0,5864999936.0,62.15714,2.13333,14.0,0.61904,8.9999994e-05,0.1799316804435704,75.0,52.0,58.5572,51.02895,https://www.nn-group.com
NOKIA.HE,Nokia Oyj,Technology,Communication Equipment,Finland,EUR,24.41875,12.209375,1.0657393,1.0919746,18822365184.0,7.969,0.978,0.053000003,0.03894,0.44996,0.04472,0.02589,20.693,1.459,1.151,19246000128.0,0.16,0.32,0.018,,4.26,0.16,0.8125,21016143872.0,0.626,5.035,3.419,9028414.0,5379100160.0,4259436573.0,,3.666,39149000000.0,18402000000.0,2021000000.0,2361999872.0,4.44667,2.52381,21.0,0.36586,0.06748,0.31035887265577244,5.75,3.0,3.87398,4.3595276,https://www.nokia.com
NDA-FI.HE,Nordea Bank Abp,Financial Services,Banks - Regional,Finland,EUR,9.618705,9.759124,1.5227791,3.9681933,205101809664.0,,17.568,0.41542,0.54524,0.0,0.15974,0.0078,,,,11674999808.0,1.39,1.37,-0.013,-0.054,7.12,0.94,0.6763,46328655872.0,0.561,13.81,9.656,4016409.0,3443739904.0,3241261576.0,,8.78,623355000000.0,590919000000.0,346000000.0,,14.29375,1.875,8.0,0.57017,0.01732,0.21991274948839026,16.2,11.8,12.8929,12.04685,https://www.nordea.com
ORK.OL,Orkla ASA,Consumer Defensive,Packaged Foods,Norway,NOK,19.161074,16.868538,2.5368195,1.5854914,134939828224.0,14.131,1.879,0.14701,0.10572,0.48535,0.13488,0.053829998,44.594,1.212,0.615,71832002560.0,5.96,6.77,0.047,2.06,3.57,4.0,0.6711,113889026048.0,0.079,125.4,95.2,939656.0,997276992.0,663004064.0,,45.017,89966000000.0,38594000000.0,7616000000.0,9548999680.0,108.2,,5.0,0.77992,0.00067000004,0.18848355917811593,130.0,92.0,109.884,108.26625,https://www.orkla.com
RI.PA,Pernod Ricard SA,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,22.155962,14.09028,1.5974599,2.2182565,36743602176.0,11.209,3.353,0.14837,0.20552,0.59458,0.10151,0.04837,77.585,1.916,0.529,10958999552.0,4.36,,-0.045,,4.74,4.7,1.0776,24309872640.0,0.494,140.75,83.04,541343.0,251655008.0,194438892.0,,60.471,39185000000.0,22388000000.0,954000000.0,3278000128.0,110.36842,2.26316,19.0,0.57937,0.24165002,0.280521211527976,156.0,87.0,94.7754,98.096,https://www.pernod-ricard.com
PSN.L,Persimmon Plc,Consumer Cyclical,Residential Construction,United Kingdom,GBp,13.563291,0.106978826,98.356895,1.0130783,3272738560.0,7.8,0.966,0.0757,0.102340005,0.17992,0.07439,0.050890002,,3.86,0.239,3387000064.0,0.79,100.16,0.142,-0.099,5.65,0.6,0.7566,3431296512.0,1.266,1721.8,1030.5,1242464.0,320232992.0,317024099.0,,10.894,4833400000.0,1326800000.0,52600000.0,419600000.0,1491.8821,1.58824,17.0,0.54576,0.0229,0.3026027795070139,1801.0,1270.0,1163.95,1223.613,https://www.persimmonhomes.com
PAH3.DE,Porsche Automobil Holding SE,Consumer Cyclical,Auto Manufacturers,Germany,EUR,,2.1499999,0.31619045,,16038750208.0,-486.023,,0.0,0.0,0.0,-0.47419998,-0.00039,22.153,1.283,1.277,,-71.15,16.6,,0.346,5.29,1.91,0.2062,10851401728.0,1.084,42.62,30.46,414995.0,153124992.0,153125000.0,,112.875,42841000000.0,7733000000.0,1138000000.0,-33000000.0,41.11,,10.0,0.15703,0.0,0.2380794323802088,63.1,31.0,35.4086,35.85505,https://www.porsche-se.com
PST.MI,Poste Italiane S.p.A.,Industrials,Conglomerates,Italy,EUR,11.951515,12.402515,2.1434782,1.8683946,87934025728.0,22.245,6.395,0.15527001,0.23851,0.33411,0.18586001,0.0074,634.511,0.538,0.328,13749999616.0,1.65,1.59,0.033,0.09,5.55,1.08,0.65449995,25690425344.0,0.856,20.54,12.225,1855005.0,1294119936.0,454804088.0,,9.2,277098000000.0,265388000000.0,1936000000.0,3952999936.0,19.43333,2.26667,15.0,0.11241,0.64261,0.15996125614073717,21.0,16.5,19.0004,16.7019,https://www.posteitaliane.it
PUB.PA,Publicis Groupe S.A.,Communication Services,Advertising Agencies,France,EUR,12.263703,10.708926,2.1558416,1.2312586,23641456640.0,8.345,1.402,0.10146,0.14134,0.44239,0.17701,0.04413,57.434,0.927,0.893,16862999552.0,6.75,7.73,0.109,0.066,4.43,3.6,0.53330004,20762714112.0,0.826,109.3,72.1,653020.0,250818000.0,227316751.0,,38.398,39854000000.0,28818000000.0,2063000000.0,2832999936.0,110.5,,12.0,0.64895,0.09194,0.2662116322806937,133.0,80.0,83.3488,93.1537,https://www.publicisgroupe.com
RAND.AS,Randstad N.V.,Industrials,Staffing & Employment Services,Netherlands,EUR,91.16279,11.395349,1.8045391,0.29169202,8838977536.0,14.052,0.375,0.00352,0.02106,0.19045,0.02094,0.029849999,59.895,1.258,1.258,23548999680.0,0.43,3.44,-0.048,-0.403,4.16,1.62,3.7673998,6869055488.0,0.98,45.34,30.79,359739.0,175231008.0,17565110.0,,21.723,11190000000.0,7057000000.0,565000000.0,629000000.0,42.26471,2.61111,17.0,0.36492002,0.37151,0.31113920737032097,60.0,30.0,41.066,39.3975,https://www.randstad.com
REE.MC,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
RMV.L,Rightmove plc,Communication Services,Internet Content & Information,United Kingdom,GBp,28.253845,0.2521799,6930.1885,13.818351,5491457024.0,19.789,13.41,0.49738997,0.68665004,1.0,2.75768,1.50825,6.621,1.956,1.745,409497984.0,0.26,29.13,0.102,0.137,1.42,0.1,0.3769,5658586624.0,0.905,827.0,585.8,1814033.0,770294976.0,751156260.0,,0.106,118498000.0,37636000.0,202192000.0,277507008.0,769.438,2.9375,16.0,1.06277,0.00452,0.2387338132724052,987.0,485.0,780.268,717.06,https://plc.rightmove.co.uk
RWE.DE,RWE Aktiengesellschaft,Utilities,Utilities - Diversified,Germany,EUR,10.296737,17.093597,0.76223534,1.0921129,39163252736.0,7.191,1.698,0.10762999,0.17347,0.30238,0.075430006,0.0241,55.403,1.272,0.687,23069999104.0,3.37,2.03,-0.201,-0.683,3.24,1.1,0.32639998,25195044864.0,0.586,37.78,27.76,1645309.0,726081984.0,652297140.0,,45.524,98440000000.0,64817000000.0,-2757000000.0,5446000128.0,42.96667,1.5,18.0,0.41364,0.10001001,0.2270927295986197,49.0,36.4,35.7812,32.5129,https://www.rwe.com
RYA.I,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
SPM.MI,Saipem SpA,Energy,Oil & Gas Equipment & Services,Italy,EUR,14.712501,9.808334,1.7672673,0.30726713,5185656832.0,4.545,0.338,0.021370001,0.04761,0.30985,0.1305,0.03195,110.123,1.13,0.988,15345999872.0,0.16,0.24,0.097,0.041,7.24,0.17,1.0625,4715321344.0,1.814,2.797,1.5895,39513366.0,1957280000.0,1278594922.0,,1.332,14519000000.0,11995000000.0,724000000.0,1140999936.0,3.09188,1.625,16.0,0.22799999,0.34008998,0.34352225234046624,3.54,2.0,2.34742,2.2892325,https://www.saipem.com
SRT3.DE,Sartorius Aktiengesellschaft,Healthcare,Medical Instruments & Supplies,Germany,EUR,125.33112,36.25479,4.725697,3.4212408,18503886848.0,23.693,5.336,0.03002,0.14916,0.45758998,0.0446,0.02973,122.695,1.394,0.77,3467699968.0,1.51,5.22,0.027,,0.38,0.74,0.49330002,11863836672.0,1.235,292.0,166.05,122849.0,34807300.0,27616659.0,,40.047,10103000000.0,6205200000.0,566300000.0,781000000.0,259.05,1.85,20.0,0.2794,0.25613,0.4456466416120772,310.0,175.0,200.277,219.7805,https://www.sartorius.com
SGRO.L,SEGRO Plc,Real Estate,REIT - Industrial,United Kingdom,GBp,13.343478,0.16486704,68.780815,11.878128,13136345088.0,26.809,18.793,0.88841003,0.69801,0.78683996,0.051960003,0.01682,41.095,0.307,0.305,699000000.0,0.46,37.23,0.073,0.083,4.86,0.3,0.637,8302811648.0,0.819,913.4,586.852,2390187.0,1352690048.0,1230813671.0,,8.924,17574000000.0,5525000000.0,306000000.0,490000000.0,792.2,2.1875,15.0,0.95777,0.00329,0.22970159388258296,1053.0,550.0,649.824,683.95,https://www.segro.com
SMIN.L,Smiths Group plc,Industrials,Specialty Industrial Machinery,United Kingdom,GBp,26.382023,0.19393739,353.9343,2.3728452,8308925952.0,14.811,2.57,0.094960004,0.15174,0.3721,0.13933,0.06971,30.109,2.023,1.281,3232999936.0,0.89,121.07,0.067,0.522,1.91,0.44,0.4932,7671408640.0,0.589,2384.0,1514.659,904376.0,326720992.0,338365507.0,,6.634,4232000000.0,1980000000.0,332000000.0,561000000.0,2411.838,2.07692,13.0,0.67772,0.00137,0.25215692527767586,2760.0,1850.0,2314.84,2035.635,https://www.smiths.com
SRG.MI,Snam S.p.A.,Utilities,Utilities - Regulated Gas,Italy,EUR,12.624391,13.989189,2.133553,4.724456,35306713088.0,12.494,9.607,0.38041002,0.48291,0.87754995,0.16440001,0.03306,217.698,0.905,0.624,3675000064.0,0.41,0.37,0.037,-0.053,6.84,0.35,0.7017,17362374656.0,0.711,5.322,4.162,5424948.0,3354400000.0,2050374781.0,,2.426,35789000000.0,26816000000.0,-1001000000.0,2825999872.0,5.41944,2.55556,18.0,0.29712,0.38799998,0.16595521481357683,6.4,4.4,5.11424,4.79372,https://www.snam.it
SW.PA,Sodexo S.A.,Industrials,Specialty Business Services,France,EUR,11.389496,8.222749,1.9048489,0.31423587,11766562816.0,8.742,0.487,0.02797,0.050019998,0.11968,0.16237,0.04271,139.453,1.075,0.978,24171999232.0,4.57,6.33,0.031,,5.09,2.65,0.5799,7595708928.0,0.452,84.1,50.2,180866.0,145931008.0,80861779.0,,27.325,15024000000.0,11227000000.0,962000000.0,1346000000.0,66.65312,2.29412,16.0,0.31164,0.44292,0.27910898032778714,89.0,47.0,52.192,62.96675,https://www.sodexo.com
TEL.OL,Telenor ASA,Communication Services,Telecom Services,Norway,NOK,22.706667,20.395208,3.6118004,2.8918126,326409551872.0,11.847,4.052,0.12606,0.24568,0.6635,0.16521999,0.05252,143.254,0.44,0.379,80554999808.0,7.5,8.35,0.019,0.486,5.54,9.2,1.265,232949956608.0,0.217,170.4,124.0,1083229.0,1367879936.0,629223713.0,,47.151,228808000000.0,147042000000.0,18098000000.0,27552999424.0,163.25,,16.0,0.32205,0.53998,0.16721198828890396,195.0,138.0,161.144,147.198,https://www.telenor.com
TSCO.L,Tesco PLC,Consumer Defensive,Grocery Stores,United Kingdom,GBp,19.03478,0.15254354,251.46466,0.40652856,38915588096.0,9.213,0.557,0.02326,0.039809998,0.07658,0.13752,0.04363,125.759,0.641,0.424,69916000256.0,0.23,28.7,0.022,1.293,3.18,0.14,0.5404,28422850560.0,0.618,440.3679,75.2,15832146.0,6492199936.0,6429809166.0,,1.741,38890000000.0,27228000000.0,1383000000.0,4224000000.0,429.25,1.69231,12.0,0.55645,0.02089,0.21909155964382632,475.0,316.0,416.578,380.535,https://www.tescoplc.com
HO.PA,Thales S.A.,Industrials,Aerospace & Defense,France,EUR,43.799213,23.445732,6.401588,2.142832,49418117120.0,18.16,2.315,0.04993,0.090679996,0.26114,0.13465,0.03128,102.062,0.823,0.568,21348900864.0,5.08,9.49,0.081,-0.347,1.65,3.7,0.72830003,45747109888.0,0.555,276.8,134.2,264788.0,205604992.0,88943016.0,,34.757,39989800000.0,32431700000.0,2123300000.0,2721200128.0,276.6,2.0,15.0,0.22635001,0.56389,0.33684793610936875,350.0,240.0,237.494,213.03226,https://www.thalesgroup.com
UBI.MI,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
ABN.AS,ABN AMRO Bank N.V.,Financial Services,Banks - Diversified,Netherlands,EUR,9.774132,10.864807,0.76733047,2.3772144,44285857792.0,,5.031,0.26264,0.38752,0.0,0.08811,0.0057300003,,,,8803000320.0,2.59,2.33,-0.013,-0.053,5.14,1.29,0.5223,20926619648.0,0.897,26.33,14.355,2655676.0,826649024.0,482776635.0,,32.991,385047000000.0,358938000000.0,-11247000000.0,,24.78,2.8125,15.0,0.51155,0.02854,0.2636513973413676,29.0,18.5,24.7746,19.858324,https://www.abnamro.nl
AC.PA,Accor SA,Consumer Cyclical,Lodging,France,EUR,18.330359,16.623482,2.9378936,1.741707,13384853504.0,13.561,2.359,0.10398,0.14463,0.21677999,0.13324,0.04454,89.73,1.119,0.764,5673999872.0,2.24,2.47,0.025,-0.101,3.08,1.26,0.5625,9882444800.0,1.085,51.1,34.62,709188.0,239744000.0,157487023.0,,13.976,12057000000.0,6588000000.0,440000000.0,987000000.0,52.54706,1.58824,17.0,0.63259,0.0249,0.28472332754817886,65.0,44.0,45.4404,45.439,https://group.accor.com/en
G.MI,Assicurazioni Generali S.p.A.,Financial Services,Insurance - Diversified,Italy,EUR,13.185771,11.956989,1.7043887,0.89746016,82023268352.0,9.969,1.444,0.06734,0.14842,0.21207,0.13393,0.0090499995,119.751,2.634,2.119,56787001344.0,2.53,2.79,0.056,0.068,4.38,1.43,0.56520003,50964070400.0,0.852,35.25,24.59,2923301.0,1514220032.0,931445433.0,,19.573,538647000000.0,505551000000.0,15005000000.0,8227999744.0,33.01429,2.84615,14.0,0.32921,0.23931,0.19861313892924679,39.0,25.0,32.2614,31.09925,https://www.generali.com
ATO.PA,Atos SE,Technology,Information Technology Services,France,EUR,,-43.069893,-8.529599,0.095720924,2178631936.0,15.562,0.252,0.17294,0.02786,0.02259,,-0.01271,,1.473,1.191,8632999936.0,-1166.96,-0.93,-0.19,,,,0.0,826358720.0,1.755,17300.0,15.0,168088.0,19378200.0,16206052.0,,-4.696,8246000000.0,7447000000.0,-1846000000.0,140000000.0,30.15,,4.0,0.21332,0.058520004,84.63836197598741,41.0,20.6,33.8932,253.1231,https://www.atos.net
AUTO.L,Auto Trader Group plc,Communication Services,Internet Content & Information,United Kingdom,GBp,24.7625,0.21895553,1224.7295,11.497539,6794118656.0,17.47,11.303,0.47014,0.62492,0.78972,0.50388,0.35951,0.615,1.705,1.508,601100032.0,0.32,36.19,0.028,0.044,1.37,0.11,0.31370002,6911170560.0,0.628,920.0,706.0,1838195.0,872182016.0,867500288.0,,0.647,639600000.0,70200000.0,300600000.0,388900000.0,859.933,2.4,15.0,0.71146005,0.00476,0.217880572041919,1040.0,650.0,819.572,804.577,https://www.autotrader.co.uk
BAB.L,Babcock International Group PLC,Industrials,Engineering & Construction,United Kingdom,GBp,22.5,0.22000408,901.50256,1.1229537,5773604352.0,13.439,1.195,0.051149998,0.07455,0.07594,0.48429,0.06297,164.989,0.898,0.744,4831300096.0,0.48,49.09,0.095,0.856,0.61,0.07,0.1104,5425326080.0,1.381,1177.0,455.4,2131695.0,502344992.0,465894128.0,,1.198,3690200000.0,3068400000.0,180500000.0,429600000.0,1186.7,1.6,10.0,0.76991,0.00922,0.3546376793310555,1370.0,750.0,1038.56,788.293,https://www.babcockinternational.com
BALN.SW,Baloise Holding AG,Financial Services,Insurance - Diversified,Switzerland,CHF,23.924349,19.257849,2.5368495,1.527539,10453805056.0,16.388,1.734,0.06384,0.105500005,0.1974,0.110039994,0.00493,165.848,5.91,4.297,6028000256.0,8.46,10.51,0.054,3.855,4.01,8.1,0.90910006,9208005632.0,0.69,217.8,158.0,63537.0,45494100.0,41003820.0,,79.784,79976900000.0,76340500000.0,57700000.0,637900032.0,213.9,2.0,4.0,0.34649,0.09675,0.20113653751711957,232.6,185.0,200.788,182.8265,https://www.baloise.com
SAB.MC,"Banco de Sabadell, S.A.",Financial Services,Banks - Diversified,Spain,EUR,9.016666,24.969233,1.1877059,2.709816,56139149312.0,,9.329,0.33416998,0.45855,0.0,0.13937001,0.00811,,,,6017701888.0,0.36,0.13,0.032,-0.019,6.05,0.19,0.56990004,16306865152.0,0.858,3.482,1.725,15048401.0,5023680000.0,5281724740.0,,2.733,239597927000.0,224565372000.0,-11618547000.0,,3.18577,1.92308,13.0,0.4412,0.0112,0.3037438668638057,4.0,2.3,3.11016,2.5802574,https://www.grupbancsabadell.com
PEO.WA,Bank Polska Kasa Opieki S.A.,Financial Services,Banks - Regional,Poland,PLN,7.3467393,8.099441,1.5854491,3.163393,48363077632.0,,3.098,0.43085,0.5721,0.0,0.22663,0.02053,,,,15610999808.0,25.61,23.23,0.149,0.128,10.14,18.36,0.71660006,49383727104.0,0.883,223.1,131.15,827325.0,262470000.0,209973402.0,,118.673,334242000000.0,302328000000.0,23805000000.0,,210.03078,1.92308,13.0,0.44466,0.2,0.37557856442374193,247.0,175.0,196.507,173.004,https://www.pekao.com.pl
BDEV.L,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
BG.VI,BAWAG Group AG,Financial Services,Banks - Regional,Austria,EUR,11.206381,16.289856,1.874708,5.0099893,11664021504.0,,6.621,0.47074002,0.58466,0.0,0.18805,0.01312,,,,1761699968.0,10.03,6.9,0.356,0.132,4.95,5.5,0.5484,8826097664.0,0.891,117.6,65.15,121375.0,78524000.0,74990464.0,,59.956,71341000000.0,66608000000.0,1193000000.0,,126.405,1.8,10.0,0.56842,0.00525,0.2879789437845469,149.0,115.0,110.562,96.87075,https://www.bawaggroup.com
BEKB.BR,NV Bekaert SA,Industrials,Metal Fabrication,Belgium,EUR,11.358209,7.152255,0.9185053,0.4961583,2309272320.0,5.049,0.6,0.04517,0.09086,0.16329001,0.08146,0.049060002,37.986,1.754,1.021,3850650880.0,3.35,5.32,-0.052,-0.43,5.0,1.9,0.5675,1910532352.0,1.443,39.4,27.3,46662.0,50211100.0,31622266.0,,41.426,4161887000.0,1850119000.0,152220000.0,457336000.0,43.7,,5.0,0.23275,0.37229002,0.28437590687753905,55.0,32.0,37.134,34.67845,https://www.bekaert.com
BWY.L,Bellway p.l.c.,Consumer Cyclical,Residential Construction,United Kingdom,GBp,18.569105,0.108385146,76.93862,1.0681359,2696764928.0,10.489,1.063,0.05791,0.109560005,0.15943,0.04223,0.03192,3.691,5.152,0.217,2536499968.0,1.23,210.73,0.123,0.198,2.6,0.59,0.4394,2709326592.0,1.289,3384.0,2134.0,374024.0,118622000.0,118427878.0,,29.686,4999700000.0,1534300000.0,-66900000.0,257100000.0,3113.235,1.76471,17.0,1.00036,0.043390002,0.3155623301741534,3625.9998,2490.0,2530.4,2511.14,https://www.bellwayplc.co.uk
Private,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
EN.PA,Bouygues SA,Industrials,Engineering & Construction,France,EUR,13.057761,10.829341,1.1420542,0.24129936,26974668800.0,5.801,0.472,0.01829,0.04664,0.55903,0.08744001,0.0229,108.464,0.901,0.785,57144999936.0,2.77,3.34,0.006,-0.011,5.61,2.0,0.72199994,13789051904.0,0.803,39.75,27.47,698844.0,381228992.0,188128474.0,,31.671,63084000000.0,48572000000.0,2664000000.0,4649999872.0,41.3,2.66667,9.0,0.18778999,0.49844003,0.20334300713228445,52.0,35.0,38.077,34.91755,https://www.bouygues.com
BT-A.L,BT Group plc,Communication Services,Telecom Services,United Kingdom,GBp,18.563637,0.11049784,153.88094,0.9940943,40512638976.0,6.263,1.99,0.05177,0.14129,0.46837002,0.08291,0.03793,180.764,0.814,0.61,20358000640.0,0.11,18.48,-0.014,25.939,3.96,0.08,0.7632,20237772800.0,0.56,223.6,130.95,17687465.0,9740619776.0,4897153261.0,,1.327,50982000000.0,38074000000.0,2052000000.0,6469000192.0,209.765,2.61111,17.0,0.29758,0.43905,0.26464554839036936,312.0,135.0,205.646,171.09175,https://www.bt.com
BUCN.SW,Bucher Industries AG,Industrials,Specialty Industrial Machinery,Switzerland,CHF,17.082012,15.800503,2.1363041,1.2982423,3490050048.0,9.405,1.176,0.07596,0.11579,0.50168,0.123430006,0.0617,2.443,2.358,1.281,2968800000.0,22.07,23.86,-0.108,-0.006,2.95,11.0,0.4986,3854221824.0,0.936,410.5,275.0,15428.0,10223400.0,6535807.0,,176.473,2785300000.0,902700000.0,192300000.0,371100000.0,424.5,,4.0,0.25528,0.3543,0.22695371618178609,448.0,391.0,393.48,368.925,https://www.bucherindustries.com
CABK.MC,"CaixaBank, S.A.",Financial Services,Banks - Regional,Spain,EUR,10.683951,21.107319,1.6346807,3.9960315,106319020032.0,,6.974,0.39773,0.56536,0.0,0.16654,0.0094099995,,,,15244000256.0,0.81,0.41,0.098,-0.098,5.12,0.44,0.538,60915507200.0,0.533,8.894,5.002,5909052.0,7039000064.0,3534549125.0,,5.294,631003000000.0,594138000000.0,16091000000.0,,8.3225,2.5,20.0,0.25062,0.49892,0.29733380033595086,9.5,6.8,8.0888,6.86379,https://www.caixabank.com
CA.PA,Carrefour SA,Consumer Defensive,Grocery Stores,France,EUR,26.372341,5.959135,0.84908897,0.09909994,26837585920.0,7.474,0.304,0.00336,0.01573,0.18320999,0.03641,0.02422,207.539,0.902,0.575,88323997696.0,0.47,2.08,0.031,,7.53,0.92,1.9574001,8752903168.0,0.565,16.075,11.58,2796565.0,706163968.0,563866041.0,,14.598,57363000000.0,44878000000.0,2428000000.0,3591000064.0,14.15,2.61538,13.0,0.38932,0.19622,0.22869478049403905,17.0,9.0,12.4488,13.241725,https://www.carrefour.com
